23380,301373,1000 W @ 510 N,1000  NW,41.120711,-112.045216
23382,630032,US HWY 89 @ 5985 S,S US HWY 89 ,41.153707,-111.938394
23389,830054,CENTER ST @ 812 E,E CENTER ST ,40.296846,-111.676125
23388,830053,700 N @ 84 E,E 700 N,40.242998,-111.657101
22030,301166,PAGES LN @ 622 W,W PAGES LN,40.906691,-111.895866
22033,301169,800 W @ 1298 N,N 800 W,40.902672,-111.901962
22034,301170,800 W @ 1297 N,N 800 W,40.902653,-111.902108
22035,301171,800 W @ 851 N,N 800 W,40.898473,-111.902115
22036,301172,800 W @ 772 N,N 800 W,40.898201,-111.901987
22037,301173,800 W @ 770 S,S 800 W,40.880646,-111.902889
22038,301174,800 W @ 770 S,S 800 W,40.880474,-111.902955
22039,301175,800 W @ 770 S,S 800 W,40.880305,-111.903038
13678,137496,VAN WINKLE EXPY @ 5554 S,S VAN WINKLE EXPY,40.650842,-111.849491
